Record #,Label_UPC,Nielsen  Item Rank UPC,Nieslen Category,Label Description,Brand,Manufacturer,Country,Package Size,Package Size UofM,Number of Units,Storage Type,Storage Statements,Collection Date,Health Claims,Nutrient Claims,Other Package Statements,Suggested  Use/Directions,Ingredients,Multipart ?,Nutrition Facts Table,Common Household Measure,Per Serving Amount,Per Serving UofM,Per Serving Amount as PPD,Per Serving Amount As PPD UofM,PerServing Energy (kcal),Per Serving Energy (kcal) as PPD,PerServing Energy (kJ),PerServing Energy (kJ) as PPD,Fat PerServing (g),Fat % DV ,Fat % DV as PPD,Fat (Saturated) PerServing (g),Fat (Trans) PerServing (g),Fat (Saturated + Trans) % DV,Fat (Saturated + Trans) % DV as PPD,Fats (Polyunsaturated) PerServing (g),Fats (Omega-6 Polyinsaturated) PerServing (g),Fats (Omega-3 Polyinsaturated) PerServing (g),Fats (Monounsaturated) PerServing (g),Carbohydrates PerServing  (g),Carbohydrates % DV ,Carbohydrates % DV as PPD , Fibre PerServing (g),Fibre % DV ,Fibre % DV as PPD,Fibre (soluble) PerServing (g),Fibre (insoluble)PerServing (g),Sugar (Total) PerServing (g),Sugar (Total) % DV,Sugar (Total) % DV as PPD,Sugar (Alchols) PerServing (g),Starch  PerServing (g), Protein PerServing (g),Cholesterol PerServing  (mg),Cholesterol % DV,Cholesterol % DV as PPD, Sodium PerServing (mg), Sodium % DV, Sodium % DV as PPD,Potassium PerServing (mg),Potassium % DV,Potassium % DV as PPD,Calcium PerServing (mg),Calcium  % DV,Calcium  % DV as PPD,Iron PerServing (mg),Iron % DV,Iron % DV as PPD,Vitamin A PerServing (um),Vitamin A % DV,Vitamin A % DV as PPD,Vitamin C PerServing (mg),Vitamin C % DV,Vitamin C % DV as PPD,Vitamin D PerServing (um),Vitamin D % DV,Vitamin D % DV as PPD,Vitamin E PerServing (mg),Vitamin E % DV,Vitamin E % DV as PPD,Vitamin K PerServing (ug),Vitamin K % DV,Vitamin K % DV as PPD,Thiamine PerServing (mg),Thiamine % DV,Thiamine % DV as PPD,Riboflavin PerServing (mg),Riboflavin % DV,Riboflavin % DV as PPD,Niacin PerServing (mg),Niacin % DV,Niacin % DV as PPD,Vitamin B6 PerServing (mg),Vitamin B6 % DV,Vitamin B6 % DV as PPD,Folate PerServing (ug),Folate % DV,Folate % DV as PPD,Vitamin B12 PerServing (ug),Vitamin B12 % DV,Vitamin B12 % DV as PPD,Biotin PerServing (ug),Biotin % DV,Biotin % DV as PPD,Choline PerServing (mg),Choline % DV,Choline % DV as PPD,Pantothenate PerServing (mg),Pantothenate % DV,Pantothenate % DV as PPD,Phosphorus PerServing (mg),Phosphorus % DV,Phosphorus % DV as PPD,Iodide PerServing (ug),Iodide % DV,Iodide % DV as PPD,Magnesium PerServing (mg),Magnesium % DV,Magnesium % DV as PPD,Zinc PerServing (mg),Zinc % DV,Zinc % DV as PPD,Selenium PerServing (ug),Selenium % DV,Selenium % DV as PPD,Copper PerServing (mg) ,Copper % DV,Copper % DV as PPD,Manganese PerServing (mg),Manganese % DV,Manganese % DV as PPD,Chromium PerServing (ug),Chromium % DV,Chromium % DV as PPD,Molybdenum PerServing (ug),Molybdenum % DV,Molybdenum % DV as PPD,Chloride PerServing (mg),Chloride % DV,Chloride % DV as PPD,Per Serving Amount in Grams,Per Serving Amount in Grams as PPD,Comment,Source,Product Description
153,055577106662,5557710666,RTE_CEREALS,Cap'n Crunch Cereal Sweetened Corn & Oat 350 g,Cap'n Crunch,"PepsiCo Canada ULC 
Peterborough Ontario K9J 7B2",,350,g,,Ambient,,2016-04-13,,,"Contains Oats
May Contain Wheat
Kosher","To close, insert tab. To maintain freshness, tightly close inner wrapper after each use.","Corn flour,Sugar,Oat flour,Brown sugar,Coconut oil,Salt,Colour,BHT (preservative),Vitamins and minerals: iron, niacinamide, thiamine, mononitrate, calcium pantothenate, pyridoxine hydrochloride, folic acid",,"Per 1 cup (30 g)
Calories ,Fat : 1.5 g*,Saturated: 1 g,+ Trans : 0 g,Cholesterol: 0 mg,Sodium : 230 mg,Carbohydrate : 26 g,Fibre : 1 g,Sugars: 13 g,Protein : 1 g,Vitamin A,Vitamin C,Calcium,Iron,Thiamine,Niacin,Vitamin B?,Folate,Pantothenate,* Amount in dry cereal

Dry Cereal
Calories: 120 % Daily Value,Fat : 3 %,Saturated: 6 %,+ Trans ,Cholesterol,Sodium : 10 %,Carbohydrate : 9 %,Fibre : 3 %,Sugars,Protein ,Vitamin A: 2 %,Vitamin C: 0 %,Calcium: 0 %,Iron: 30 %,Thiamine: 45 %,Niacin: 6 %,Vitamin B?: 10 %,Folate: 8 %,Pantothenate: 6 %,* Amount in dry cereal

With 125 mL Partly Skimmed Milk (2% M.F.)
Calories: 190 % Daily Value,Fat : 7 %,Saturated: 14 %,+ Trans ,Cholesterol,Sodium : 12 %,Carbohydrate : 11 %,Fibre : 3 %,Sugars,Protein ,Vitamin A: 8 %,Vitamin C: 2 %,Calcium: 10 %,Iron: 30 %,Thiamine: 60 %,Niacin: 10 %,Vitamin B?: 10 %,Folate: 10 %,Pantothenate: 10 %,* Amount in dry cereal",Per 1 cup ,30,g,,,120,190,,,1.5,3,7,1,0,6,14,,,,,26,9,11,1,3,3,,,13,,,,,1,0,,,230,10,12,,,,,0,10,,30,30,,2,8,,0,2,,,,,,,,,,,45,60,,,,,6,10,,10,10,,8,10,,,,,,,,,,,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nielsen,
154,7.77139E+11,77713913968,LUNCHEON_MEAT_EXACT_WEIGHT,Cappola Rustico Genoa Salami 500 g,Cappola,"Maple Leaf Foods
Mississauga Ontario L5N 0A1
Canada",,500,g,,Chill,"Keep refrigerated.
Consume within 7 days after opening.",2016-04-13,,,"Contains Wheat
Contains Milk",,"Pork,Salt,Toasted wheat crumbs,Milk ingredients,Dextrose,Spice,Ascorbic acid,Garlic powder,Citric acid,Lactic acid starter culture,Sodium nitrite",,"Per 3 slices (24 g)
Calories: 100,Fat : 8 g,Saturated: 3 g,+ Trans: 0 g,Cholesterol: 25 mg,Sodium : 380 mg,Carbohydrate : 0 g,Fibre : 0 g,Sugars: 0 g,Protein : 6 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 13 %,Saturated: 15 %,+ Trans,Cholesterol,Sodium : 16 %,Carbohydrate : 0 %,Fibre : 0 %,Sugars,Protein ,Vitamin A: 0 %,Vitamin C: 4 %,Calcium: 0 %,Iron: 2 %",Per 3 slices ,24,g,,,100,,,,8,13,,3,0,15,,,,,,0,0,,0,0,,,,0,,,,,6,25,,,380,16,,,,,,0,,,2,,,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nielsen,
155,058336173035,5833617303,PIZZA_AND_SUBS_FROZEN,Casa di Mama Pizza 3 Meat 395 g,Casa di Mama,"Prepared for:
Dr. Oetker Canada Ltd.
2229 Drew Rd
Mississauga Ontario L5S 1E5",Germany,395,g,,Frozen,"Keep frozen.
Refrigerate unused portions
Cannot be Microwaved
",2016-04-13,,,"Contains Barley
Contains Wheat
Contains Milk",Cook before serving,"Crust: enriched wheat flour, water, yeast, modified palm oil, salt, sugar, baking powder, barley malt extract, acetylated tartaric acid esters of mono and diglycerides, guar gum, wheat starch, calcium phosphate, canola oil, calcium citrate, ascorbic acid, pentosanase, amylase,Toppings: pepperoni (pork, salt, spices, dextrose, water, onion powder, spice extracts, garlic powder, ascorbic acid, sodium nitrite, bacterial culture, sodium ascorbate, smoke), cooked ham (pork, water, salt, dextrose, sodium citrate, smoke flavour, sodium ascorbate, flavouring, sodium nitrite) Italian sausage (pork, water, toasted bread crumbs, salt, spices, garlic powder, sodium phosphates, onion powder, dextrose, spice extracts, ascorbic acid, sodium ascorbate), herbs,Sauce: tomato puree, water, sugar, olive oil, salt, spices and herbs, modified corn starch, garlic powder,Cheeses: edam and mozzarella cheese (milk, salt, bacterial culture, microbial enzyme, calcium chloride)",,"Per 1/4 pizza (99 g)
Calories: 220,Fat : 8 g,Saturated: 4 g,+ Trans : 0.1 g,Cholesterol : 20 mg,Sodium : 620 mg,Carbohydrate : 27 g,Fibre : 2 g,Sugars : 3 g,Protein : 10 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 12 %,Saturated: 21 %,+ Trans ,Cholesterol ,Sodium : 26 %,Carbohydrate : 9 %,Fibre : 8 %,Sugars ,Protein ,Vitamin A: 2 %,Vitamin C: 20 %,Calcium: 15 %,Iron: 15 %",Per 1/4 pizza ,99,g,,,220,,,,8,12,,4,0.1,21,,,,,,27,9,,2,8,,,,3,,,,,10,20,,,620,26,,,,,,15,,,15,,,2,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nielsen,
156,058336173028,5833617302,PIZZA_AND_SUBS_FROZEN,Casa di Mama Pizza Deluxe 410 g,Casa di Mama,"Prepared for:
Dr. Oetker Canada Ltd.
2229 Drew Rd
Mississauga Ontario L5S 1E5",Germany,410,g,,Frozen,"Keep frozen.
Refrigerate unused portions
Cannot be Microwaved
",2016-04-13,,,"Contains Barley
Contains Wheat
Contains Milk
Contains Sulphur Dioxide/Sulphites",Cook before serving,"Crust: enriched wheat flour, water, yeast, modified palm oil, salt, sugar, baking powder, barley malt extract, acetylated tartaric acid esters of mono and diglycerides, guar gum, wheat starch, calcium phosphate, canola oil, calcium citrate, ascorbic acid, pentosanase amylase,Toppings: pepperoni (pork, salt, spices, dextrose, water, onion powder, spice extracts, garlic powder, ascorbic acid, sodium nitrite, bacterial culture, sodium ascorbate, smoke), green red and yellow bell peppers, mushrooms (contains sulphites), red onions, herbs,Sauce: tomato puree, water, sugar, olive oil, salt, spices and herbs, modified corn starch, garlic powder,Cheeses: edam and mozzarella cheese (milk, salt, bacterial culture, microbial enzyme, calcium chloride)",,"Per 1/4 pizza (103 g)
Calories: 220,Fat : 8 g,Saturated: 4 g,+ Trans : 0.1 g,Cholesterol : 15 mg,Sodium : 570 mg,Carbohydrate : 28 g,Fibre : 2 g,Sugars : 3 g,Protein : 9 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 12 %,Saturated: 21 %,+ Trans ,Cholesterol ,Sodium : 24 %,Carbohydrate : 9 %,Fibre : 8 %,Sugars ,Protein ,Vitamin A: 2 %,Vitamin C: 10 %,Calcium: 15 %,Iron: 15 %",Per 1/4 pizza ,103,g,,,220,,,,8,12,,4,0.1,21,,,,,,28,9,,2,8,,,,3,,,,,9,15,,,570,24,,,,,,15,,,15,,,2,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nielsen,
157,058336173042,5833617304,PIZZA_AND_SUBS_FROZEN,Casa di Mama Pizza Hawaiian 400 g,Casa di Mama,"Prepared for:
Dr. Oetker Canada Ltd.
2229 Drew Rd
Mississauga Ontario L5S 1E5",Germany,400,g,,Frozen,"Keep frozen.
Refrigerate unused portions
Cannot be Microwaved
",2016-04-13,,,"Contains Barley
Contains Wheat
Contains Milk",Cook before serving,"Crust: enriched wheat flour, water, yeast, modified palm oil, salt, sugar, baking powder, barley malt extract, acetylated tartaric acid esters of mono and diglycerides, guar gum, wheat starch, calcium phosphate, canola oil, calcium citrate, ascorbic acid, pentosanase, amylase,Toppings: pineapple (pineapple, water, sugar, citric acid), cooked ham (pork, water, salt, dextrose, sodium citrate, smoke flavour, sodium ascorbate, flavouring, sodium nitrite), herbs,Sauce: sour cream, (cream, bacterial culture), tomato puree, pineapple juice (water, pineapple, sugar), sugar, vegetable oil, salt, spices, modified corn starch,Cheeses: edam and mozzarella cheese (milk, salt, bacterial culture, microbial enzyme, calcium chloride)",,"Per 1/4 pizza (100 g)
Calories: 210,Fat : 6 g,Saturated : 4 g,+ Trans : 0.1 g,Cholesterol : 20 mg,Sodium : 470 mg,Carbohydrate : 29 g,Fibre : 2 g,Sugars : 6 g,Protein : 8 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 9 %,Saturated : 21 %,+ Trans ,Cholesterol ,Sodium : 20 %,Carbohydrate : 9 %,Fibre : 8 %,Sugars ,Protein ,Vitamin A: 4 %,Vitamin C: 15 %,Calcium: 15 %,Iron: 15 %",Per 1/4 pizza ,100,g,,,210,,,,6,9,,4,0.1,21,,,,,,29,9,,2,8,,,,6,,,,,8,20,,,470,20,,,,,,15,,,15,,,4,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nielsen,
158,056210230027,5621023002,POTATOES_FROZEN,Cavendish Farms Simply Homestyle Frozen Fried Potatoes Traditional Straight Cut 750 g,Cavendish Farms,"Cavendish Farms Corporation
Dieppe NB E1A 6X4
New Annan PE
Wheatley ON
Lethbridge AB",Canada,750,g,,Frozen,Keep frozen,2016-04-13,,"0 g trans fat 
Naturally cholesterol free
Low in saturated fat","Only 5 ingredients
Taste our promise
Made with sea salt
Proud Canadian company
Kosher
From the farm","Note: Cook from frozen. For best results, do not overcook. If defrosted, use immediately. Do not refreeze. The following cooking instructions are recommended for product quality and food safety.
Oven Instructions
1. Preheat oven to 450°F (230°C).
2. Spread frozen fries in a single layer on a non-stick baking sheet and bake for 10 minutes.
3. Flip fries.
4. Continue baking for 5-10 minutes to a light golden colour. : From Frozen : Oven cook","Potatoes,Vegetable oil (soybean oil and/or canola oil),Sea salt,Dextrose,Citric acid",,"Serving Size About 14 Pieces (85 g)
Calories: 110,Fat : 2.5 g,Saturated: 0.2 g,+ Trans: 0 g,Cholesterol: 0 mg,Sodium : 180 mg,Carbohydrate : 20 g,Fibre : 1 g,Sugars: 0 g,Protein : 2 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 4 %,Saturated: 1 %,+ Trans,Cholesterol,Sodium : 8 %,Carbohydrate : 7 %,Fibre : 4 %,Sugars,Protein ,Vitamin A: 0 %,Vitamin C: 10 %,Calcium: 0 %,Iron: 8 %",Serving Size About 14 Pieces ,85,g,,,110,,,,2.5,4,,0.2,0,1,,,,,,20,7,,1,4,,,,0,,,,,2,0,,,180,8,,,,,,0,,,8,,,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nielsen,
159,056210254207,5621025420,POTATOES_FROZEN,Cavendish Farms FlavourCrisp Frozen Fried Potatoes Crispy Straight Cut Classic 750 g,Cavendish Farms,"Cavendish Farms Corporation
Dieppe NB E1A 6X4
New Annan PE
Wheatley ON
Lethbridge AB",Canada,750,g,,Frozen,Keep frozen,2016-04-13,,"0 g trans fat 
Naturally cholesterol free
Low in saturated fat","Contains Barley
Contains Wheat
Made from whole potatoes and frozen for freshness
Deliciously crisp and perfectly seasoned!
Taste our promise
Proud Canadian company
Kosher
Halal ","Note: Cook from frozen. For best results, do not overcook. If defrosted, use immediately. Do not refreeze. The following cooking instructions are recommended for product quality and food safety.
Oven Instructions
1. Preheat oven to 450°F (230°C).
2. Spread frozen fries in a single layer on a non-stick baking sheet and bake for 10 minutes.
3. Flip fries.
4. Continue baking for 5-10 minutes to a light golden colour. : From Frozen : Oven cook","Potatoes,Vegetable oil (soybean and/or canola oil),Wheat flour,Modified corn starch,Rice flour,Yellow corn meal,Salt,Baking powder,Malted barley flour,Guar gum,Sodium acid pyrophosphate,Dextrose",,"Serving Size About 16 Pieces (85 g)
Calories: 150,Fat : 6 g,Saturated: 1 g,+ Trans: 0 g,Cholesterol: 0 mg,Sodium : 400 mg,Carbohydrate : 22 g,Fibre : 2 g,Sugars: 0 g,Protein : 2 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 9 %,Saturated: 5 %,+ Trans,Cholesterol,Sodium : 17 %,Carbohydrate : 7 %,Fibre : 8 %,Sugars,Protein ,Vitamin A: 0 %,Vitamin C: 6 %,Calcium: 0 %,Iron: 4 %",Serving Size About 16 Pieces ,85,g,,,150,,,,6,9,,1,0,5,,,,,,22,7,,2,8,,,,0,,,,,2,0,,,400,17,,,,,,0,,,4,,,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nielsen,
160,056210406200,5621040620,POTATOES_FROZEN,Cavendish Farms Frozen Fried Potatoes Crinkle Cut 1 kg,Cavendish Farms,"Cavendish Farms Corporation
Dieppe NB E1A 6X4
New Annan PE
Wheatley ON
Lethbridge AB",Canada,1,kg,,Frozen,Keep frozen,2016-04-13,,"0 g trans fat
Naturally cholesterol free
Low in saturated fat","Made from whole potatoes and frozen for freshness
Proud Canadian company
Taste our promise
Halal
Kosher
","Note: Cook from frozen. For best results, do not overcook. If defrosted, use immediately. Do not refreeze. The following cooking instructions are recommended for product quality and food safety.
Oven Instructions
1. Preheat oven to 450°F (232°C).
2. Spread frozen fries in a single layer on a non-stick baking sheet, and bake for 12 minutes.
3. Flip fries.
4. Continue baking for 8-10 minutes to a light golden colour. : From Frozen : Oven cook","Potatoes,Vegetable oil (soybean oil and/or canola oil),Salt,Colour,Sodium acid pyrophosphate",,"Serving Size About 14 Pieces (85 g)
Calories: 120,Fat: 3 g,Saturated: 0.2 g,+ Trans: 0 g,Polyunsaturated: 0.8 g,Omega-6: 0.5 g,Omega-3: 0.2 g,Monounsaturated: 1.5 g,Cholesterol: 0 mg,Sodium: 170 mg,Potassium: 310 mg,Carbohydrate : 20 g,Fibre: 2 g,Sugars: 0 g,Protein: 2 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat: 5 %,Saturated: 1 %,+ Trans,Polyunsaturated,Omega-6,Omega-3,Monounsaturated,Cholesterol: 0 %,Sodium: 7 %,Potassium: 9 %,Carbohydrate : 7 %,Fibre: 8 %,Sugars,Protein,Vitamin A: 0 %,Vitamin C: 4 %,Calcium: 0 %,Iron: 2 %",Serving Size About 14 Pieces ,85,g,,,120,,,,3,5,,0.2,0,1,,0.8,0.5,0.2,1.5,20,7,,2,8,,,,0,,,,,2,0,,,170,7,,310,9,,,0,,,2,,,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nielsen,
161,056210142122,5621014212,POTATOES_FROZEN,Cavendish Farms OvenCrisp Frozen Fried Potatoes Crinkle Cut 900 g,Cavendish Farms,"Cavendish Farms Corporation
Dieppe NB E1A 6X4
New Annan PE
Wheatley ON
Lethbridge AB",Canada,900,g,,Frozen,Keep frozen,2016-04-13,,"0 g trans fat
Naturally cholesterol free
Low in saturated fat","110 calories - only 3.5 g of fat per serving
Made from whole potatoes and frozen for freshness
Kosher
Halal
Proud Canadian company

","Note: Cook from frozen. For best results, do not overcook. If defrosted, use immediately. Do not refreeze. The following cooking instructions are recommended for product quality and food safety.
Oven Instructions
1. Preheat oven to 450°F (230°C).
2. Spread frozen fries in a single layer on a non-stick baking sheet and bake for 12 minutes.
3. Flip fries.
4. Continue baking for 8-10 minutes to a light golden colour. : From Frozen : Oven cook","Potatoes,Vegetable oil (soybean oil and/or canola oil),Salt,Colour,Sodium acid pyrophosphate",,"Serving Size About 14 Pieces (85 g)
Calories: 110,Fat : 3.5 g,Saturated: 0.3 g,+ Trans: 0 g,Cholesterol: 0 mg,Sodium: 120 mg,Carbohydrate: 20 g,Fibre: 2 g,Sugars: 0 g,Protein: 2 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 5 %,Saturated: 2 %,+ Trans,Cholesterol,Sodium: 5 %,Carbohydrate: 7 %,Fibre: 8 %,Sugars,Protein,Vitamin A: 0 %,Vitamin C: 6 %,Calcium: 0 %,Iron: 4 %",Serving Size About 14 Pieces ,85,g,,,110,,,,3.5,5,,0.3,0,2,,,,,,20,7,,2,8,,,,0,,,,,2,0,,,120,5,,,,,,0,,,4,,,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nielsen,
162,056210271112,5621027111,POTATOES_FROZEN,Cavendish Farms Hash Brown Patties Onion 10 Patties 600 g,Cavendish Farms,"Cavendish Farms Corporation
Dieppe NB E1A 6X4
New Annan PE
Wheatley ON
Lethbridge AB",Canada,600,g,,Frozen,Keep frozen,2016-04-13,,0 g trans fat,"Made from whole potatoes and frozen for freshness
Taste our promise
Kosher
Halal
Proud Canadian company","Note: Cook from frozen. For best results, do not overcook. If defrosted, use immediately. Do not refreeze. The following cooking instructions are recommended for product quality and food safety.
Oven Instructions
1. Preheat oven to 450°F (232°C).
2. Spread single layer of frozen patties on a non-stick baking sheet and bake for 10 minutes.
3. Flip patties over.
4. Continue baking for 7-10 minutes to a light golden colour. : From Frozen : Oven cook","Potatoes,Vegetable oil (soybean oil and/or canola oil),Yellow corn flour,Modified potato starch,Salt,Granulated onion,Dextrose,Sodium acid pyrophosphate",,"Serving Size 1 Patty (About 60 g)
Calories: 110,Fat : 6 g,Saturated: 0.4 g,+ Trans: 0 g,Cholesterol: 0 mg,Sodium : 240 mg,Carbohydrate : 15 g,Fibre : 1 g,Sugars: 0 g,Protein : 1 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 9 %,Saturated: 2 %,+ Trans,Cholesterol,Sodium : 10 %,Carbohydrate : 5 %,Fibre : 4 %,Sugars,Protein ,Vitamin A: 0 %,Vitamin C: 6 %,Calcium: 0 %,Iron: 2 %",Serving Size 1 Patty ,60,g,,,110,,,,6,9,,0.4,0,2,,,,,,15,5,,1,4,,,,0,,,,,1,0,,,240,10,,,,,,0,,,2,,,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nielsen,
163,056210271068,5621027106,POTATOES_FROZEN,Cavendish Farms Hash Brown Patties Original 10 Patties 600 g,Cavendish Farms,"Cavendish Farms Corporation
Dieppe NB E1A 6X4
New Annan PE
Wheatley ON
Lethbridge AB",Canada,600,g,,Frozen,Keep frozen,2016-04-13,,0 g trans fat,"Made from whole potatoes and frozen for freshness
Taste our promise
Proud Canadian company
Kosher
Halal","Note: Cook from frozen. For best results, do not overcook. If defrosted, use immediately. Do not refreeze. The following cooking instructions are recommended for product quality and food safety.
Oven Instructions
1. Preheat oven to 450°F (232°C).
2. Spread single layer of frozen patties on a non-stick baking sheet and bake for 10 minutes.
3. Flip patties over.
4. Continue baking for 7-10 minutes to a light golden colour. : From Frozen : Oven cook","Potatoes,Vegetable oil (soybean oil and/or canola oil),Yellow corn flour,Modified potato starch,Salt,Dextrose,Sodium acid pyrophosphate",,"Serving Size 1 Patty (About 60 g)
Calories: 120,Fat : 7 g,Saturated: 0.5 g,+ Trans: 0 g,Cholesterol: 0 mg,Sodium : 210 mg,Carbohydrate : 15 g,Fibre : 1 g,Sugars: 0 g,Protein : 1 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 11 %,Saturated: 3 %,+ Trans,Cholesterol,Sodium : 9 %,Carbohydrate : 5 %,Fibre : 4 %,Sugars,Protein ,Vitamin A: 0 %,Vitamin C: 0 %,Calcium: 0 %,Iron: 2 %",Serving Size 1 Patty ,60,g,,,120,,,,7,11,,0.5,0,3,,,,,,15,5,,1,4,,,,0,,,,,1,0,,,210,9,,,,,,0,,,2,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nielsen,
164,056210240095,5621024009,POTATOES_FROZEN,Cavendish Farms Frozen Fried Potatoes Crinkle Cut Large Size 2 kg,Cavendish Farms,"Cavendish Farms Corporation
Dieppe NB E1A 6X4
New Annan PE
Wheatley ON
Lethbridge AB",Canada,2,kg,,Frozen,Keep frozen,2016-04-13,,"0 g trans fat
Naturally cholesterol free
Low in saturated fat","Made from whole potatoes and frozen for freshness
Proud Canadian company
Halal
Kosher","Note: Cook from frozen. For best results, do not overcook.
If defrosted, use immediately. Do not refreeze.
The following cooking instructions are recommended for product quality and food safety.
Oven Instructions
1. Preheat oven to 450°F (232°C).
2. Spread frozen fries in a single layer on a non-stick baking sheet, and bake for 12 minutes.
3. Flip fries.
4. Continue baking for 8-10 minutes to a light golden colour. : From Frozen : Oven cook","Potatoes,Vegetable oil (soybean oil and/or canola oil),Salt,Colour,Sodium acid pyrophosphate",,"Serving Size About 14 Pieces (85 g)
Calories: 120,Fat: 3 g,Saturated: 0.2 g,+ Trans: 0 g,Polyunsaturated: 0.8 g,Omega-6: 0.5 g,Omega-3: 0.2 g,Monounsaturated: 1.5 g,Cholesterol: 0 mg,Sodium: 170 mg,Potassium: 310 mg,Carbohydrate: 20 g,Fibre: 2 g,Sugars: 0 g,Protein: 2 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat: 5 %,Saturated: 1 %,+ Trans,Polyunsaturated,Omega-6,Omega-3,Monounsaturated,Cholesterol: 0 %,Sodium: 7 %,Potassium: 9 %,Carbohydrate: 7 %,Fibre: 8 %,Sugars,Protein,Vitamin A: 0 %,Vitamin C: 4 %,Calcium: 0 %,Iron: 2 %",Serving Size About 14 Pieces ,85,g,,,120,,,,3,5,,0.2,0,1,,0.8,0.5,0.2,1.5,20,7,,2,8,,,,0,,,,,2,0,,,170,7,,310,9,,,0,,,2,,,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nielsen,
